PORTUGAL,CS
MADEIRA ISLANDS,CT3
MADEIRA ISLANDS,CQ3
MADEIRA ISLANDS,CQ9
MADEIRA ISLANDS,CS3
MADEIRA ISLANDS,CS9
MADEIRA ISLANDS,CT9
URUGUAY,CX
URUGUAY,CV
URUGUAY,CW
SABLE ISLAND,CY0
SAINT PAUL ISLAND,CY9
FEDERAL REPUBLIC OF GERMANY,DL
FEDERAL REPUBLIC OF GERMANY,DA
FEDERAL REPUBLIC OF GERMANY,DB
FEDERAL REPUBLIC OF GERMANY,DC
FEDERAL REPUBLIC OF GERMANY,DD
FEDERAL REPUBLIC OF GERMANY,DF
FEDERAL REPUBLIC OF GERMANY,DG
FEDERAL REPUBLIC OF GERMANY,DH
FEDERAL REPUBLIC OF GERMANY,DI
FEDERAL REPUBLIC OF GERMANY,DJ
FEDERAL REPUBLIC OF GERMANY,DK
FEDERAL REPUBLIC OF GERMANY,DM
FEDERAL REPUBLIC OF GERMANY,DN
FEDERAL REPUBLIC OF GERMANY,DO
FEDERAL REPUBLIC OF GERMANY,DP
FEDERAL REPUBLIC OF GERMANY,DQ
FEDERAL REPUBLIC OF GERMANY,DR
PHILIPPINES,DU
PHILIPPINES,4D
PHILIPPINES,4E
PHILIPPINES,4F
PHILIPPINES,4G
PHILIPPINES,4H
PHILIPPINES,4I
PHILIPPINES,DV
PHILIPPINES,DW
PHILIPPINES,DX
PHILIPPINES,DY
PHILIPPINES,DZ
BOSNIA-HERZEGOVINA,E7
BOSNIA-HERZEGOVINA,T9
SPAIN,EA
SPAIN,AM
SPAIN,AN
SPAIN,AO
SPAIN,EB
SPAIN,EC
SPAIN,ED
SPAIN,EE
SPAIN,EF
SPAIN,EG
SPAIN,EH
BALEARIC ISLANDS,AM6
BALEARIC ISLANDS,AN6
BALEARIC ISLANDS,AO6
BALEARIC ISLANDS,EB6
BALEARIC ISLANDS,EC6
BALEARIC ISLANDS,ED6
BALEARIC ISLANDS,EE6
BALEARIC ISLANDS,EF6
BALEARIC ISLANDS,EG6
BALEARIC ISLANDS,EH6
CANARY ISLANDS,EA8
CANARY ISLANDS,AM8
CANARY ISLANDS,AN8
CANARY ISLANDS,AO8
CANARY ISLANDS,EB8
CANARY ISLANDS,EC8
CANARY ISLANDS,ED8
CANARY ISLANDS,EE8
CANARY ISLANDS,EF8
CANARY ISLANDS,EG8
CANARY ISLANDS,EH8
CEUTA & MELILLA,EA9
CEUTA & MELILLA,AM9
CEUTA & MELILLA,AN9
CEUTA & MELILLA,AO9
CEUTA & MELILLA,EB9
CEUTA & MELILLA,EC9
CEUTA & MELILLA,ED9
CEUTA & MELILLA,EE9
CEUTA & MELILLA,EF9
CEUTA & MELILLA,EG9
CEUTA & MELILLA,EH9
IRELAND,EI
IRELAND,EJ
LIBERIA,EL
LIBERIA,5L
LIBERIA,5M
LIBERIA,6Z
LIBERIA,A8
LIBERIA,D5
IRAN,EP
IRAN,9B
IRAN,9C
IRAN,9D
IRAN,EQ
ETHIOPIA,ET
ETHIOPIA,9E
ETHIOPIA,9F
FRANCE,F
FRANCE,HW
FRANCE,HX
FRANCE,HY
FRANCE,TH
FRANCE,TM
FRANCE,TP
FRANCE,TQ
FRANCE,TV
FRANCE,TW
GUADELOUPE,FG
SAINT BARTHELEMY,FJ
NEW CALEDONIA,FK
CHESTERFIELD IS.,FK/C
MARTINIQUE,FM
FRENCH POLYNESIA,FO
AUSTRAL ISLANDS,FO/A
CLIPPERTON ISLAND,FO/C
MARQUESAS ISLANDS,FO/M
SAINT PIERRE & MIQUELON,FP
REUNION ISLAND,FR
WALLIS & FUTUNA ISLANDS,FW
FRENCH GUIANA,FY
ENGLAND,G
ENGLAND,M
ISLE OF MAN,GD
ISLE OF MAN,GT
ISLE OF MAN,MD
ISLE OF MAN,MT
NORTHERN IRELAND,GI
NORTHERN IRELAND,GN
NORTHERN IRELAND,MI
NORTHERN IRELAND,MN
JERSEY,GH
JERSEY,MH
JERSEY,MJ
SCOTLAND,GM
SCOTLAND,GS
SCOTLAND,MM
SCOTLAND,MS
GUERNSEY,GP
GUERNSEY,MP
GUERNSEY,MU
WALES,GW
WALES,MC
WALES,MW
SOLOMON ISLANDS,H4
TEMOTU PROVINCE,H40
HUNGARY,HA
HUNGARY,HG
SWITZERLAND,HB
SWITZERLAND,HE
ECUADOR,HC
ECUADOR,HD
GALAPAGOS ISLANDS,HC8
GALAPAGOS ISLANDS,HD8
HAITI,HH
HAITI,4V
DOMINICAN REPUBLIC,HI
COLOMBIA,HK
COLOMBIA,5J
COLOMBIA,5K
COLOMBIA,HJ
SAN ANDRES ISLAND,5J0
SAN ANDRES ISLAND,5K0
SAN ANDRES ISLAND,HJ0
SAN ANDRES ISLAND,HK0
REPUBLIC OF KOREA,6K
REPUBLIC OF KOREA,6L
REPUBLIC OF KOREA,6M
REPUBLIC OF KOREA,6N
REPUBLIC OF KOREA,D7
REPUBLIC OF KOREA,D8
REPUBLIC OF KOREA,D9
REPUBLIC OF KOREA,DS
REPUBLIC OF KOREA,DT
DPRK (NORTH KOREA),HM
PANAMA,HP
PANAMA,3E
PANAMA,3F
PANAMA,H3
PANAMA,H8
PANAMA,H9
PANAMA,HO
HONDURAS,HR
HONDURAS,HQ
THAILAND,HS
THAILAND,E2
VATICAN CITY,HV
SAUDI ARABIA,HZ
SAUDI ARABIA,7Z
SAUDI ARABIA,8Z
ITALY,I
SARDINIA,IM0
JAPAN,7J
JAPAN,7K
JAPAN,7L
JAPAN,7M
JAPAN,7N
JAPAN,8J
JAPAN,8K
JAPAN,8L
JAPAN,8M
JAPAN,8N
JAPAN,JE
JAPAN,JF
JAPAN,JG
JAPAN,JH
JAPAN,JI
JAPAN,JJ
JAPAN,JK
JAPAN,JL
JAPAN,JM
JAPAN,JN
JAPAN,JO
JAPAN,JP
JAPAN,JQ
JAPAN,JR
JAPAN,JS
OGASAWARA,JD1
MONGOLIA,JT
MONGOLIA,JU
MONGOLIA,JV
SVALBARD,JW
JAN MAYEN,JX
JORDAN,JY
UNITED STATES OF AMERICA,K
UNITED STATES OF AMERICA,AA
UNITED STATES OF AMERICA,AB
UNITED STATES OF AMERICA,AC
UNITED STATES OF AMERICA,AD
UNITED STATES OF AMERICA,AE
UNITED STATES OF AMERICA,AF
UNITED STATES OF AMERICA,AG
UNITED STATES OF AMERICA,AI
UNITED STATES OF AMERICA,AJ
UNITED STATES OF AMERICA,AK
UNITED STATES OF AMERICA,N
UNITED STATES OF AMERICA,W
MARIANA ISLANDS,KH0
MARIANA ISLANDS,AH0
MARIANA ISLANDS,WH0
GUAM,KH2
GUAM,WH2
HAWAII,WH6
HAWAII,WH7
AMERICAN SAMOA,KH8
AMERICAN SAMOA,WH8
SWAINS ISLAND,KH8/S
ALASKA,KL
ALASKA,AL
ALASKA,NL
ALASKA,WL
US VIRGIN ISLANDS,KP2
US VIRGIN ISLANDS,WP2
PUERTO RICO,KP4
PUERTO RICO,KP3
PUERTO RICO,WP3
PUERTO RICO,WP4
NORWAY,LA
NORWAY,LB
NORWAY,LC
NORWAY,LD
NORWAY,LE
NORWAY,LF
NORWAY,LG
NORWAY,LH
NORWAY,LI
NORWAY,LJ
NORWAY,LK
NORWAY,LL
NORWAY,LM
NORWAY,LN
ARGENTINA,LU
ARGENTINA,AY
ARGENTINA,AZ
ARGENTINA,L2
ARGENTINA,L3
ARGENTINA,L4
ARGENTINA,L5
ARGENTINA,L6
ARGENTINA,L7
ARGENTINA,L8
ARGENTINA,L9
ARGENTINA,LO
ARGENTINA,LP
ARGENTINA,LQ
ARGENTINA,LR
ARGENTINA,LS
ARGENTINA,LT
ARGENTINA,LV
ARGENTINA,LW
LUXEMBOURG,LX
BULGARIA,LZ
PERU,OA
PERU,4T
PERU,OB
PERU,OC
LEBANON,OD
AUSTRIA,OE
FINLAND,OH
FINLAND,OF
FINLAND,OG
FINLAND,OI
FINLAND,OJ
ALAND ISLANDS,OH0
ALAND ISLANDS,OF0
ALAND ISLANDS,OG0
ALAND ISLANDS,OI0
MARKET REEF,OJ0
BELGIUM,ON
BELGIUM,OO
BELGIUM,OP
BELGIUM,OQ
BELGIUM,OR
BELGIUM,OS
BELGIUM,OT
GREENLAND,OX
GREENLAND,XP
FAROE ISLANDS,OY
FAROE ISLANDS,OW
DENMARK,OZ
DENMARK,5P
DENMARK,5Q
DENMARK,OU
DENMARK,OV
NETHERLANDS,PA
NETHERLANDS,PB
NETHERLANDS,PC
NETHERLANDS,PD
NETHERLANDS,PE
NETHERLANDS,PF
NETHERLANDS,PG
NETHERLANDS,PH
NETHERLANDS,PI
BRAZIL,PY
BRAZIL,PP
BRAZIL,PQ
BRAZIL,PR
BRAZIL,PS
BRAZIL,PT
BRAZIL,PU
BRAZIL,PV
BRAZIL,PW
BRAZIL,PX
BRAZIL,ZV
BRAZIL,ZW
BRAZIL,ZX
BRAZIL,ZY
BRAZIL,ZZ
FERNANDO DE NORONHA,PP0F
FERNANDO DE NORONHA,PP0R
FERNANDO DE NORONHA,PP0ZF
FERNANDO DE NORONHA,PP0ZR
FERNANDO DE NORONHA,PQ0F
FERNANDO DE NORONHA,PQ0R
FERNANDO DE NORONHA,PQ0ZF
FERNANDO DE NORONHA,PQ0ZR
FERNANDO DE NORONHA,PR0F
FERNANDO DE NORONHA,PR0R
FERNANDO DE NORONHA,PR0ZF
FERNANDO DE NORONHA,PR0ZR
FERNANDO DE NORONHA,PS0F
FERNANDO DE NORONHA,PS0R
FERNANDO DE NORONHA,PS0ZF
FERNANDO DE NORONHA,PS0ZR
FERNANDO DE NORONHA,PT0F
FERNANDO DE NORONHA,PT0R
FERNANDO DE NORONHA,PT0ZF
FERNANDO DE NORONHA,PT0ZR
FERNANDO DE NORONHA,PU0F
FERNANDO DE NORONHA,PU0R
FERNANDO DE NORONHA,PU0ZF
FERNANDO DE NORONHA,PU0ZR
FERNANDO DE NORONHA,PV0F
FERNANDO DE NORONHA,PV0R
FERNANDO DE NORONHA,PV0ZF
FERNANDO DE NORONHA,PV0ZR
FERNANDO DE NORONHA,PW0F
FERNANDO DE NORONHA,PW0R
FERNANDO DE NORONHA,PW0ZF
FERNANDO DE NORONHA,PW0ZR
FERNANDO DE NORONHA,PX0F
FERNANDO DE NORONHA,PX0R
FERNANDO DE NORONHA,PX0ZF
FERNANDO DE NORONHA,PX0ZR
FERNANDO DE NORONHA,PY0R
FERNANDO DE NORONHA,PY0ZF
FERNANDO DE NORONHA,PY0ZR
FERNANDO DE NORONHA,ZV0F
FERNANDO DE NORONHA,ZV0R
FERNANDO DE NORONHA,ZV0ZF
FERNANDO DE NORONHA,ZV0ZR
FERNANDO DE NORONHA,ZW0F
FERNANDO DE NORONHA,ZW0R
FERNANDO DE NORONHA,ZW0ZF
FERNANDO DE NORONHA,ZW0ZR
FERNANDO DE NORONHA,ZX0F
FERNANDO DE NORONHA,ZX0R
FERNANDO DE NORONHA,ZX0ZF
FERNANDO DE NORONHA,ZX0ZR
FERNANDO DE NORONHA,ZY0F
FERNANDO DE NORONHA,ZY0R
FERNANDO DE NORONHA,ZZ0F
FERNANDO DE NORONHA,ZZ0R
FERNANDO DE NORONHA,ZZ0ZF
FERNANDO DE NORONHA,ZZ0ZR
TRINDADE & MARTIM VAZ ISLANDS,PY0T
TRINDADE & MARTIM VAZ ISLANDS,PP0T
TRINDADE & MARTIM VAZ ISLANDS,PP0ZT
TRINDADE & MARTIM VAZ ISLANDS,PQ0T
TRINDADE & MARTIM VAZ ISLANDS,PQ0ZT
TRINDADE & MARTIM VAZ ISLANDS,PR0T
TRINDADE & MARTIM VAZ ISLANDS,PR0ZT
TRINDADE & MARTIM VAZ ISLANDS,PS0T
TRINDADE & MARTIM VAZ ISLANDS,PS0ZT
TRINDADE & MARTIM VAZ ISLANDS,PT0T
TRINDADE & MARTIM VAZ ISLANDS,PT0ZT
TRINDADE & MARTIM VAZ ISLANDS,PU0T
TRINDADE & MARTIM VAZ ISLANDS,PU0ZT
TRINDADE & MARTIM VAZ ISLANDS,PV0T
TRINDADE & MARTIM VAZ ISLANDS,PV0ZT
TRINDADE & MARTIM VAZ ISLANDS,PW0T
TRINDADE & MARTIM VAZ ISLANDS,PW0ZT
TRINDADE & MARTIM VAZ ISLANDS,PX0T
TRINDADE & MARTIM VAZ ISLANDS,PX0ZT
TRINDADE & MARTIM VAZ ISLANDS,PY0ZT
TRINDADE & MARTIM VAZ ISLANDS,ZV0T
TRINDADE & MARTIM VAZ ISLANDS,ZV0ZT
TRINDADE & MARTIM VAZ ISLANDS,ZW0T
TRINDADE & MARTIM VAZ ISLANDS,ZW0ZT
TRINDADE & MARTIM VAZ ISLANDS,ZX0T
TRINDADE & MARTIM VAZ ISLANDS,ZX0ZT
TRINDADE & MARTIM VAZ ISLANDS,ZY0T
TRINDADE & MARTIM VAZ ISLANDS,ZY0ZT
TRINDADE & MARTIM VAZ ISLANDS,ZZ0T
TRINDADE & MARTIM VAZ ISLANDS,ZZ0ZT
SURINAME,PZ
SLOVENIA,S5
SWEDEN,SM
SWEDEN,7S
SWEDEN,8S
SWEDEN,SA
SWEDEN,SB
SWEDEN,SC
SWEDEN,SD
SWEDEN,SE
SWEDEN,SF
SWEDEN,SG
SWEDEN,SH
SWEDEN,SI
SWEDEN,SJ
SWEDEN,SK
SWEDEN,SL
POLAND,SP
POLAND,3Z
POLAND,HF
POLAND,SN
POLAND,SO
POLAND,SQ
POLAND,SR
SUDAN,ST
SUDAN,6T
SUDAN,6U
EGYPT,SU
EGYPT,6A
EGYPT,6B
EGYPT,SS
GREECE,SV
MOUNT ATHOS,SV/A
TUVALU,T2
WESTERN KIRIBATI,T30
CENTRAL KIRIBATI,T31
EASTERN KIRIBATI,T32
BANABA ISLAND,T33
SOMALIA,T5
TURKEY,TA
TURKEY,TB
TURKEY,TC
TURKEY,YM
TURKEY,TA1
TURKEY,TB1
TURKEY,TC1
TURKEY,YM1
ICELAND,TF
GUATEMALA,TG
GUATEMALA,TD
COSTA RICA,TI
COSTA RICA,TE
COCOS ISLAND,TI9
COCOS ISLAND,TE9
EUROPEAN RUSSIA,U
ASIATIC RUSSIA,R9
ASIATIC RUSSIA,R9I
ASIATIC RUSSIA,R9M
ASIATIC RUSSIA,RN9
ASIATIC RUSSIA,RP9
ASIATIC RUSSIA,RR9
ASIATIC RUSSIA,RS9
ASIATIC RUSSIA,RU9
ASIATIC RUSSIA,RV8
ASIATIC RUSSIA,RV9
ASIATIC RUSSIA,RW8
ASIATIC RUSSIA,RW9
ASIATIC RUSSIA,U7
ASIATIC RUSSIA,U9
ASIATIC RUSSIA,UE9I
ASIATIC RUSSIA,UE9M
ASIATIC RUSSIA,UE9P
ASIATIC RUSSIA,UG8T
ASIATIC RUSSIA,UG8V
ASIATIC RUSSIA,UG9M
ASIATIC RUSSIA,UG9P
ASIATIC RUSSIA,UI9M
ASIATIC RUSSIA,UI9P
ASIATIC RUSSIA,UI9S
ASIATIC RUSSIA,UI9W
UKRAINE,U5
ANTIGUA & BARBUDA,V2
SAINT KITTS & NEVIS,V4
BRUNEI,V8
CANADA,CF
CANADA,CG
CANADA,CJ
CANADA,CK
CANADA,VA
CANADA,VB
CANADA,VC
CANADA,VG
CANADA,VX
AUSTRALIA,VK
AUSTRALIA,AX
AUSTRALIA,VH
AUSTRALIA,VI
AUSTRALIA,VJ
AUSTRALIA,VL
AUSTRALIA,VM
AUSTRALIA,VN
AUSTRALIA,VZ
MACQUARIE ISLAND,VK0M
MACQUARIE ISLAND,AX0M
MACQUARIE ISLAND,VH0M
MACQUARIE ISLAND,VI0M
MACQUARIE ISLAND,VJ0M
MACQUARIE ISLAND,VL0M
MACQUARIE ISLAND,VM0M
MACQUARIE ISLAND,VN0M
MACQUARIE ISLAND,VZ0M
COCOS (KEELING) ISLAND,AX9C
COCOS (KEELING) ISLAND,AX9Y
COCOS (KEELING) ISLAND,VH9C
COCOS (KEELING) ISLAND,VH9Y
COCOS (KEELING) ISLAND,VI9C
COCOS (KEELING) ISLAND,VI9Y
COCOS (KEELING) ISLAND,VJ9C
COCOS (KEELING) ISLAND,VJ9Y
COCOS (KEELING) ISLAND,VL9C
COCOS (KEELING) ISLAND,VL9Y
COCOS (KEELING) ISLAND,VM9C
COCOS (KEELING) ISLAND,VM9Y
COCOS (KEELING) ISLAND,VN9C
COCOS (KEELING) ISLAND,VN9Y
COCOS (KEELING) ISLAND,VZ9C
COCOS (KEELING) ISLAND,VZ9Y
LORD HOWE ISLAND,AX9L
LORD HOWE ISLAND,VH9L
LORD HOWE ISLAND,VJ9L
LORD HOWE ISLAND,VL9L
LORD HOWE ISLAND,VM9L
LORD HOWE ISLAND,VN9L
LORD HOWE ISLAND,VZ9L
MELLISH REEF,AX9M
MELLISH REEF,VH9M
MELLISH REEF,VI9M
MELLISH REEF,VJ9M
MELLISH REEF,VL9M
MELLISH REEF,VM9M
MELLISH REEF,VN9M
MELLISH REEF,VZ9M
WILLIS ISLAND,AX9W
WILLIS ISLAND,VH9W
WILLIS ISLAND,VI9W
WILLIS ISLAND,VJ9W
WILLIS ISLAND,VL9W
WILLIS ISLAND,VM9W
WILLIS ISLAND,VN9W
WILLIS ISLAND,VZ9W
CHRISTMAS ISLAND,AX9X
CHRISTMAS ISLAND,VH9X
CHRISTMAS ISLAND,VJ9X
CHRISTMAS ISLAND,VL9X
CHRISTMAS ISLAND,VM9X
CHRISTMAS ISLAND,VN9X
CHRISTMAS ISLAND,VZ9X
ANGUILLA,VP2E
MONTSERRAT,VP2M
BRITISH VIRGIN ISLANDS,VP2V
TURKS & CAICOS ISLANDS,VP5
TURKS & CAICOS ISLANDS,VQ5
PITCAIRN ISLAND,VP6
FALKLAND ISLANDS,VP8
INDIA,VU
INDIA,8T
INDIA,8U
INDIA,8V
INDIA,8W
INDIA,8X
INDIA,8Y
INDIA,AT
INDIA,AU
INDIA,AV
INDIA,AW
INDIA,VT
INDIA,VV
INDIA,VW
ANDAMAN & NICOBAR ISLANDS,VU4
MEXICO,XE
MEXICO,4A
MEXICO,4B
MEXICO,4C
MEXICO,6D
MEXICO,6E
MEXICO,6F
MEXICO,6G
MEXICO,6H
MEXICO,6I
MEXICO,6J
MEXICO,XB
MEXICO,XC
MEXICO,XD
MEXICO,XF
MEXICO,XG
MEXICO,XH
MEXICO,XI
REVILLAGIGEDO,XF4
REVILLAGIGEDO,4A4
REVILLAGIGEDO,4B4
REVILLAGIGEDO,4C4
REVILLAGIGEDO,6D4
REVILLAGIGEDO,6E4
REVILLAGIGEDO,6F4
REVILLAGIGEDO,6G4
REVILLAGIGEDO,6H4
REVILLAGIGEDO,6I4
REVILLAGIGEDO,6J4
REVILLAGIGEDO,XA4
REVILLAGIGEDO,XB4
REVILLAGIGEDO,XC4
REVILLAGIGEDO,XD4
REVILLAGIGEDO,XE4
REVILLAGIGEDO,XG4
REVILLAGIGEDO,XH4
REVILLAGIGEDO,XI4
LAOS,XW
MACAO,XX9
MYANMAR,XZ
MYANMAR,XY
AFGHANISTAN,YA
AFGHANISTAN,T6
INDONESIA,YB
INDONESIA,7A
INDONESIA,7B
INDONESIA,7C
INDONESIA,7D
INDONESIA,7E
INDONESIA,7F
INDONESIA,7G
INDONESIA,7H
INDONESIA,7I
INDONESIA,8A
INDONESIA,8B
INDONESIA,8C
INDONESIA,8D
INDONESIA,8E
INDONESIA,8F
INDONESIA,8G
INDONESIA,8H
INDONESIA,8I
INDONESIA,JZ
INDONESIA,PL
INDONESIA,PM
INDONESIA,PN
INDONESIA,PO
INDONESIA,YC
INDONESIA,YD
INDONESIA,YE
INDONESIA,YF
INDONESIA,YG
INDONESIA,YH
IRAQ,YI
IRAQ,HN
VANUATU,YJ
SYRIA,YK
NICARAGUA,YN
NICARAGUA,H6
NICARAGUA,H7
NICARAGUA,HT
ROMANIA,YO
ROMANIA,YP
ROMANIA,YQ
ROMANIA,YR
EL SALVADOR,YS
EL SALVADOR,HU
SERBIA,YU
SERBIA,4N
SERBIA,YT
SERBIA,YZ
VENEZUELA,YV
VENEZUELA,4M
VENEZUELA,YW
VENEZUELA,YX
VENEZUELA,YY
AVES ISLAND,YV0
AVES ISLAND,4M0
AVES ISLAND,YW0
AVES ISLAND,YY0
ZIMBABWE,Z2
MACEDONIA,Z3
ALBANIA,ZA
GIBRALTAR,ZB
GIBRALTAR,ZG
SAINT HELENA,ZD7
ASCENSION ISLAND,ZD8
TRISTAN DA CUNHA & GOUGH ISLANDS,ZD9
NIUE,ZK2
NEW ZEALAND,ZK
PARAGUAY,ZP
REPUBLIC OF SOUTH AFRICA,ZS
REPUBLIC OF SOUTH AFRICA,H5
REPUBLIC OF SOUTH AFRICA,S4
REPUBLIC OF SOUTH AFRICA,S8
REPUBLIC OF SOUTH AFRICA,V9
REPUBLIC OF SOUTH AFRICA,ZR
REPUBLIC OF SOUTH AFRICA,ZT
REPUBLIC OF SOUTH AFRICA,ZU
PRINCE EDWARD & MARION ISLANDS,ZR8
PRINCE EDWARD & MARION ISLANDS,ZT8
PRINCE EDWARD & MARION ISLANDS,ZU8
SOUTH COOK ISLANDS,ZK1
ANTARCTICA,XR9
ANTARCTICA,3G9
ANTARCTICA,XQ9
CANADA,VO
SARDINIA,IS0
CANADA,CH
CANADA,CI
CANADA,CY
CANADA,CZ
CANADA,XJ
CANADA,XM
CANADA,XN
CANADA,XO
CANADA,VD
CANADA,VF
CANADA,VY
CHINA,BS
CHINA,BR
MONACO,3A
AUSTRALIA,VK6
AUSTRALIA,VH6
AUSTRALIA,VH8
AUSTRALIA,VI6
AUSTRALIA,VI8
AUSTRALIA,VJ6
AUSTRALIA,VJ8
AUSTRALIA,VL6
AUSTRALIA,VL8
AUSTRALIA,VM6
AUSTRALIA,VM8
AUSTRALIA,VN6
AUSTRALIA,VN8
AUSTRALIA,VZ6
AUSTRALIA,VZ8
AUSTRALIA,VM1
AUSTRALIA,VM2
AUSTRALIA,VM3
AUSTRALIA,VM4
AUSTRALIA,VM5
AUSTRALIA,VM7
AUSTRALIA,VN1
AUSTRALIA,VN2
AUSTRALIA,VN3
AUSTRALIA,VN4
AUSTRALIA,VN5
AUSTRALIA,VN7
AUSTRALIA,VZ1
AUSTRALIA,VZ2
AUSTRALIA,VZ3
AUSTRALIA,VZ4
AUSTRALIA,VZ5
AUSTRALIA,VZ7
FEDERAL REPUBLIC OF GERMANY,Y2
FEDERAL REPUBLIC OF GERMANY,Y3
FEDERAL REPUBLIC OF GERMANY,Y4
FEDERAL REPUBLIC OF GERMANY,Y5
FEDERAL REPUBLIC OF GERMANY,Y6
FEDERAL REPUBLIC OF GERMANY,Y7
FEDERAL REPUBLIC OF GERMANY,Y8
FEDERAL REPUBLIC OF GERMANY,Y9
SWAINS ISLAND,KH8S
SWAINS ISLAND,WH8S
SWAINS ISLAND,AH8S
DUCIE ISLAND,VP6D
TIMOR-LESTE,4W
PALESTINE,E4
PORTUGAL,XX
AUSTRALIA,AX6
AUSTRALIA,AX8
ANTARCTICA,CX0
MALPELO ISLAND,HK0M
ASIATIC RUSSIA,RK9
FERNANDO DE NORONHA,PY0
KURE ISLAND,KH7K
KURE ISLAND,NH7K
KURE ISLAND,WH7K
KURE ISLAND,AH7K
ASIATIC RUSSIA,RL8
ASIATIC RUSSIA,RL9
ASIATIC RUSSIA,UI9
ASIATIC RUSSIA,RM8
ASIATIC RUSSIA,RD8
ASIATIC RUSSIA,RI8
ASIATIC RUSSIA,RJ8
KAZAKHSTAN,UQ
ASIATIC RUSSIA,RQ9
ASIATIC RUSSIA,UD8
ASIATIC RUSSIA,UD9
EUROPEAN RUSSIA,UE
MONTENEGRO,4O
MONTENEGRO,4O3
MONTENEGRO,4O6
INVALID,X5
SARDINIA,IW0U
SARDINIA,IW0V
SARDINIA,IW0W
SARDINIA,IW0X
SARDINIA,IW0Y
SARDINIA,IW0Z
SOV MILITARY ORDER OF MALTA,1A
AVES ISLAND,YX0
ASIATIC RUSSIA,UI8T
KAZAKHSTAN,UP
ASIATIC RUSSIA,RJ0
TAJIKISTAN,EY
KAZAKHSTAN,UO
ASIATIC RUSSIA,UI8
AZERBAIJAN,4J
ASIATIC RUSSIA,UC8
ASIATIC RUSSIA,UC9
ASIATIC RUSSIA,UC8T
ASIATIC RUSSIA,UC8V
ASIATIC RUSSIA,UC9I
ASIATIC RUSSIA,UC9O
ASIATIC RUSSIA,UC9P
ASIATIC RUSSIA,UC9U
ASIATIC RUSSIA,UC9V
ASIATIC RUSSIA,UC9Z
ASIATIC RUSSIA,UC9Y
AZORES,CR8
WILLIS ISLAND,AX9Z
SCOTLAND,GA
SCOTLAND,MA
REVILLAGIGEDO,XF0
ASIATIC RUSSIA,RG8T
ASIATIC RUSSIA,RG8V
ASIATIC RUSSIA,RG9
MADEIRA ISLANDS,XX3
UZBEKISTAN,UM
ASIATIC RUSSIA,UI8V
SARDINIA,IS1
INVALID,T00
TONGA,1M
ASIATIC RUSSIA,RN8V
ASIATIC RUSSIA,RN8T
SYRIA,6C
ASIATIC RUSSIA,RE9
MALPELO ISLAND,HJ0M
PAPUA NEW GUINEA,P2
AGALEGA & ST BRANDON ISLANDS,3B7
